招标单位,招标单位行业分类,项目名称,项目编号,截止日期,采购内容,源网址,与公司业务匹配度,匹配产品,业务匹配说明,匹配一致性问题
上海市扬子中学,教育,上海市扬子中学“AI+人文长江跨学科学习体验馆”项目竞争性磋商 上海市扬子中学“AI+人文长江跨学科学习体验馆”项目竞争性磋商 上海市扬子中学“AI+人文长江跨学科学习体验馆”项目竞争性磋商,前往官网确认,前往官网确认,采购标的：AI+人文长江跨学科学习体验馆；主要用途：用于扬子中学跨学科学习体验,https://ctbpsp.com/#/bulletinDetail?uuid=8a9c96a69f8d5892019f8db77f7f24f0&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
浙江空港数字科技有限公司,互联网/科技,浙江空港数字科技有限公司垂域大模型管理平台服务器及算力管理层软件采购项目,前往官网确认,前往官网确认,采购标的：服务器及算力管理层软件；主要用途：用于搭建垂域大模型管理平台,https://ctbpsp.com/#/bulletinDetail?uuid=b37eee145d7d4564ac929cbb0177863e&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数20，未达到65分明确匹配阈值,前往官网确认
龙州县人民法院,政府/政务,龙州县人民法院庭审语音识别设备的,前往官网确认,前往官网确认,采购标的：庭审语音识别设备；主要用途：用于法院庭审语音识别和记录；核心需求：具备语音识别功能,https://ctbpsp.com/#/bulletinDetail?uuid=8a9494759dbedf91019f8d06e9f32c5d&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,2026年货车视觉识别AI应用开发与大模型备案支持技术服务采购项目公开询比公告 2026年货车视觉识别AI应用开发与大模型备案支持技术服务采购项目公开询比公告 2026年货车视觉识别AI应用开发与大模型备案支持技术服务采购项目公开询比公告,前往官网确认,前往官网确认,采购标的：AI应用开发及大模型备案支持技术服务；主要用途：用于货车视觉识别AI应用的开发以及满足大模型备案监管要求,https://ctbpsp.com/#/bulletinDetail?uuid=bc9e7d9ead934773baadd52b45b6c37d&inpvalue=&dataSource=0&tenderAgency=,低,无明确匹配产品,匹配结论：采购需求为货车视觉识别AI应用开发及大模型备案支持，未提供具体功能模块或系统架构要求，三个产品均缺乏可直接匹配的核心能力证据，仅存在方向性关联，匹配度较低。；分产品说明：VZOOM企业级AI智能体：采购需求未体现Agent/Skill、知识库、智能问答或流程自动化等具体能力要求（依据：货车视觉识别AI应用开发与大模型备案支持技术服务）；VZOOM财税大模型：采购需求为货车视觉识别，未体现任何财税场景需求（依据：货车视觉识别AI应用开发与大模型备案支持技术服务）；VZOOM AI中台：采购需求未体现统一AI能力平台、模型服务或推理部署等具体设计要求（依据：货车视觉识别AI应用开发与大模型备案支持技术服务）,前往官网确认
前往官网确认,互联网/科技,AIPaaS-AI智能宠物项圈及数据分析平台项目询比公告 AIPaaS-AI智能宠物项圈及数据分析平台项目询比公告 AIPaaS-AI智能宠物项圈及数据分析平台项目询比公告,前往官网确认,前往官网确认,采购标的：AI智能宠物项圈及数据分析平台,https://ctbpsp.com/#/bulletinDetail?uuid=96e751ede3c84c6d94f3a9271f01d7ac&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
中国人民银行清算总中心,金融,中国人民银行清算总中心2026年数据整合与智能分析等新增功能定制开发服务,前往官网确认,前往官网确认,采购标的：数据整合与智能分析等新增功能定制开发服务；主要用途：用于中国人民银行清算总中心的数据整合与智能分析功能建设,https://ctbpsp.com/#/bulletinDetail?uuid=2127cfb7d3054b9c8686497a0390ca1b&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
天翼云科技有限公司河北分公司,互联网/科技,天翼云科技有限公司河北分公司监控平台AI智能分析与监控改造服务,前往官网确认,前往官网确认,采购标的：监控平台AI智能分析与监控改造服务；主要用途：对监控平台进行AI智能分析与监控改造,https://ctbpsp.com/#/bulletinDetail?uuid=1ed3473918544e389ac42c602bfbda70&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
湖南大众传媒职业技术学院人工智能音视频技术创新中心,教育,人工智能音视频技术创新中心项目建设-AIGC人工智能创新中心 政府采购计划编号：湘财采计[2026]000973号 代理机构名称：能力项目咨询有限公司,湘财采计[2026]000973号,前往官网确认,采购标的：其他信息化设备（AIGC人工智能创新中心相关设备）；主要用途：用于建设人工智能音视频技术创新中心,https://www.ggzy.gov.cn/information/deal/html/b/430000/0202/20260723/00437ca6b92cd52d41a4858f98965766e8f4.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
未来科技城大数据和人工智能产业园,互联网/科技,未来科技城大数据和人工智能产业园10号楼装修工程（EPC,前往官网确认,前往官网确认,采购标的：10号楼装修工程（EPC）；主要用途：用于未来科技城大数据和人工智能产业园10号楼的装修建设,https://www.ggzy.gov.cn/information/deal/html/b/420000/0105/20260724/00424cc118dc52b448e09050e965a27c79a4.html,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,AI服务器及大模型安全围栏公告 AI服务器及大模型安全围栏公告 AI服务器及大模型安全围栏公告,前往官网确认,前往官网确认,采购标的：AI服务器及大模型安全围栏相关产品/服务；主要用途：用于构建AI基础设施和大模型安全防护,https://ctbpsp.com/#/bulletinDetail?uuid=bfeb9642e8f04862bb8893b54e05d8b2&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：公告未提供足以对应三个产品能力边界的采购需求证据，建议仅作为AI行业线索保留。；分产品说明：VZOOM企业级AI智能体：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM财税大模型：采购需求中可核验的对应能力证据不足，当前规则分数0，未达到65分明确匹配阈值；VZOOM AI中台：采购需求中可核验的对应能力证据不足，当前规则分数5，未达到65分明确匹配阈值,前往官网确认
前往官网确认,其他,AI体育项目[ZJZB-2026-19004]-磋商公告 AI体育项目[ZJZB-2026-19004]-磋商公告 AI体育项目[ZJZB-2026-19004]-磋商公告,ZJZB-2026-19004,前往官网确认,采购标的：AI体育项目相关产品/服务；主要用途：用于体育领域的AI应用,https://ctbpsp.com/#/bulletinDetail?uuid=5505b45f5c274f96b75c4b7759c285c1&inpvalue=&dataSource=0&tenderAgency=,前往官网确认,无明确匹配产品,匹配结论：采购公告除项目名称外无任何业务需求、功能描述或交付成果，无法与VZOOM任何产品建立可核验的匹配关系。；分产品说明：VZOOM企业级AI智能体：采购需求未提供任何业务场景、功能或交付成果的原文证据；VZOOM财税大模型：采购需求未涉及财税场景或相关能力要求；VZOOM AI中台：采购需求未体现AI平台、算力或模型服务等需求,业务匹配度不是允许值
